address,source
eth.mypool.online,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth.poolmining.eu,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth.poolto.be,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-ar.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-asia.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-asia1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-au.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-br.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-cn.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-cn2.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ethereum.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ethereum-classic.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-eu.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-eu1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-eu2.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-hk.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ethpool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-pool.ucrypto.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-ru.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-ru2.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-sg.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-us.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-us2.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-us-east1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eth-us-west1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ethweb.antpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.cryptoxpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.lindon-pool.win,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.minecraftpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.spacepools.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn.xzpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etnhashpool.tk,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etnpool.minekitten.io,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
etn-us-west1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.bohemianpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.btgpool.pro,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.hushpool.cloud,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.multipool.us,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.pool.graft.network,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.stratum.slushpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.wafflepool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu.zec.slushpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu1.ethpool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
eu2.multipool.us,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe.cryptonight-hub.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe.equihash-hub.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe.ethash-hub.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe.monero.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe.zcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
europe1.darkcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
execoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
exp.mypool.online,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
exp.poolto.be,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
exp1.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
expanse.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
exp-eu.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
explorer.nnc.mypool.online,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
exp-us.dwarfpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
extremepool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
f.pooling.cf,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
f2pool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
faraday.mmpool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn.extremepool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn.mypool.name,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn.mypool.online,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-bcn.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-dsh.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-inf8.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-mro.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-qcn.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fcn-xmr.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
feathercoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fedora.poolto.be,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
feedback.poolmining.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
forums.deltapool.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
fractalcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
